Designator,Mid X,Mid Y,Layer,Rotation
C34,-105.475000mm,102.145000mm,Top,0.000000
C35,-101.265000mm,102.145000mm,Top,0.000000
C36,-97.055000mm,102.145000mm,Top,0.000000
C37,-92.845000mm,102.145000mm,Top,0.000000
C38,126.750600mm,65.265100mm,Top,0.000000
D1,126.730000mm,45.000000mm,Top,0.000000
D2,126.730000mm,36.000000mm,Top,0.000000
D3,126.730000mm,27.000000mm,Top,0.000000
D4,126.730000mm,18.000000mm,Top,0.000000
D5,126.730000mm,9.000000mm,Top,0.000000
D6,126.730000mm,0.000000mm,Top,0.000000
D7,126.730000mm,-9.000000mm,Top,0.000000
D8,126.730000mm,-18.000000mm,Top,0.000000
D9,126.730000mm,-27.000000mm,Top,0.000000
D10,126.730000mm,-36.000000mm,Top,0.000000
D11,126.730000mm,-45.000000mm,Top,0.000000
D12,-21.270000mm,-101.000000mm,Top,0.000000
D13,-15.270000mm,-101.000000mm,Top,0.000000
D14,-9.270000mm,-101.000000mm,Top,0.000000
D15,-3.270000mm,-101.000000mm,Top,0.000000
D16,2.730000mm,-101.000000mm,Top,0.000000
D19,-97.060000mm,111.225000mm,Top,0.000000
D20,-91.365000mm,111.225000mm,Top,0.000000
D21,-85.670000mm,111.225000mm,Top,0.000000
J_EPD,-72.000000mm,93.700000mm,Top,0.000000
J_HSJ1,-118.000000mm,-104.000000mm,Top,0.000000
J_HSJ2,-92.000000mm,-104.000000mm,Top,0.000000
L1,-113.075000mm,110.125000mm,Top,0.000000
Q5,-107.595000mm,110.675000mm,Top,0.000000
Q6,-102.485000mm,110.675000mm,Top,0.000000
R42,-101.745000mm,105.895000mm,Top,0.000000
R43,-97.535000mm,105.895000mm,Top,0.000000
SW_EMCON,-150.000000mm,18.000000mm,Top,0.000000
SW_LIGHT,-150.000000mm,-66.000000mm,Top,0.000000
SW_MAIN,150.000000mm,60.000000mm,Top,45.000000
SW_PI,150.000000mm,10.000000mm,Top,45.000000
SW_SOS,-150.000000mm,60.000000mm,Top,0.000000
SW_TEST,150.000000mm,-33.000000mm,Top,45.000000
SW_ZERO,-150.000000mm,-24.000000mm,Top,0.000000
U_LIGHT,128.000000mm,63.000000mm,Top,0.000000
